Run=numerical+categorical_P=7113_K=9_dist=podani_S=10_cluster_weights,Run=numerical+categorical_P=7113_K=4_dist=gower_S=1.5,Run=numerical+categorical_P=7113_K=4_dist=gower_S=3,Run=numerical+categorical_P=7113_K=4_dist=gower_S=10,Run=numerical+categorical_P=7113_K=4_dist=wishart_S=1.2,Run=numerical+categorical_P=7113_K=4_dist=wishart_S=1.5,Run=numerical+categorical_P=7113_K=4_dist=wishart_S=3,Run=numerical+categorical_P=7113_K=4_dist=wishart_S=10,Run=numerical+categorical_P=7113_K=4_dist=podani_S=1.2,Run=numerical+categorical_P=7113_K=4_dist=podani_S=1.5,Run=numerical+categorical_P=7113_K=4_dist=podani_S=3,Run=numerical+categorical_P=7113_K=4_dist=podani_S=10,Run=numerical+categorical_P=7113_K=7_dist=gower_S=1.2,Run=numerical+categorical_P=7113_K=7_dist=gower_S=1.5,Run=numerical+categorical_P=7113_K=7_dist=gower_S=3,Run=numerical+categorical_P=7113_K=7_dist=gower_S=10,Run=numerical+categorical_P=7113_K=7_dist=wishart_S=1.2,Run=numerical+categorical_P=7113_K=7_dist=wishart_S=1.5,Run=numerical+categorical_P=7113_K=7_dist=wishart_S=3,Run=numerical+categorical_P=7113_K=7_dist=wishart_S=10,Run=numerical+categorical_P=7113_K=7_dist=podani_S=1.2,Run=numerical+categorical_P=7113_K=7_dist=podani_S=1.5,Run=numerical+categorical_P=7113_K=7_dist=podani_S=3,Run=numerical+categorical_P=7113_K=7_dist=podani_S=10,Run=numerical+categorical_P=7113_K=9_dist=gower_S=1.2,Run=numerical+categorical_P=7113_K=9_dist=gower_S=1.5,Run=numerical+categorical_P=7113_K=9_dist=gower_S=3,Run=numerical+categorical_P=7113_K=9_dist=gower_S=10,Run=numerical+categorical_P=7113_K=9_dist=wishart_S=1.2,Run=numerical+categorical_P=7113_K=9_dist=wishart_S=1.5,Run=numerical+categorical_P=7113_K=9_dist=wishart_S=3,Run=numerical+categorical_P=7113_K=9_dist=wishart_S=10,Run=numerical+categorical_P=7113_K=9_dist=podani_S=1.2,Run=numerical+categorical_P=7113_K=9_dist=podani_S=1.5,Run=numerical+categorical_P=7113_K=9_dist=podani_S=3,Run=numerical+categorical_P=7113_K=9_dist=podani_S=10,Run=numerical+categorical_P=7113_K=4_dist=gower_S=1.2_cluster_weights
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001682274686946,0.0,0.0,0.003338153325538,0.0038635005998188,0.0,0.0,0.0,0.0,0.0,0.0,0.0013921194583573,0.0037706837879139,0.0,0.0,0.0028047728763655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010949347607731,0.0062171847938899,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007413423760362,0.0,0.0,0.0,0.0015852910256029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020724412352302,0.0,0.0,0.0008014944883063,0.0059138071182775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024892850182438,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001736600744197,0.0,0.0,0.0,0.0005547972690289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006208748412777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006441600933884,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009591881991676,0.0,0.0,0.0044701691903436,0.0051530810712737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021268286928726,0.0,0.0,0.0054957326222174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005293348252447,0.0056629000626025,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006534791438725,0.0,0.0,0.0005031953783533,0.0029431906915031,0.0,0.0,0.0,0.0,0.0,0.0,0.0028248851966495,0.0067288794962669,0.0,0.0,0.0037168889452958,0.0026353872481915,0.0,0.0,0.0,0.0,0.0,0.0,0.0016766041819491,0.0067872175300385,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049031106698902,0.0061335285146341,0.0,0.0,0.000649254072073,0.0016236373597985,0.0,0.0,0.0,0.0,0.0,0.0,0.0005857742775136,0.0056518570012445,0.0,0.0,0.0034715076319601,0.0096866917092027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040757934103216,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004416797076001,0.001692040045704,0.0,0.0,0.0003608003496725,0.0016794207865781,0.0,0.0,0.0,0.0,0.0,0.0,0.0020278873850615,0.0045515149353768,0.0,0.0,0.0014884261732403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041009074705835,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001593302591189,0.0014109526927365,0.0,0.0,0.0011791786067162,0.0016794207865781,0.0,0.0,0.0,0.0,0.0,0.0,0.0010164791933478,0.0040296133137208,0.0,0.0,0.00075101079923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026155226419943,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006550466704022,0.0019044532631103,0.0,0.0,0.0060623344139005,0.009185315862038,0.0,0.0,0.0,0.0,0.0,0.0,0.0004406616715558,0.0033398891247771,0.0,0.0,0.0091662309653179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044877465214594,0.0
0.0,0.0,0.0116928035560003,0.0939887522424815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006479548837564,0.0,0.0,0.0015000477055176,0.0015501745202829,0.0,0.0,0.0,0.0,0.0,0.0,0.0014106755360682,0.0020355518479728,0.0,0.0,0.0071875755561047,0.0054819460142229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003340243008846,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023910500957944,0.0036326967932859,0.0,0.0,0.0010213055734187,0.0053652868336031,0.0,0.0,0.0,0.0,0.0,0.0,0.0006312876461408,0.0034669015358153,0.0,0.0,0.0090567283647092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040531819723787,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000691856300591,0.0019410983551024,0.0,0.0,0.0001170729637197,0.000902029674381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015363771227796,0.0,0.0,0.0005943154246269,0.0063489113367625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011633437293423,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005741793109469,0.0018239473788841,0.0,0.0,0.0027439992102397,0.0036289537040703,0.0,0.0,0.0,0.0,0.0,0.0,0.0022445489640654,0.0051159795596767,0.0,0.0,0.0028529150211279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048938920421628,0.0
0.0,0.0,0.01269168530919,0.0960941790416325,0.0,0.0,0.0,0.0,0.0,0.0,0.0018099132466515,0.0030541576124367,0.0,0.0,0.0030806556123708,0.0031175329493295,0.0,0.0,0.0,0.0,0.0,0.0,0.0051662135952898,0.0048791139424947,0.0,0.0,0.0094329117548269,0.0077366079726065,0.0,0.0,0.0,0.0,0.0,0.0,0.0011546696946912,0.0062757246905827,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003754247180275,0.0,0.0,0.0,0.0032048170905677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010005266725059,0.0,0.0,0.0029297654021349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004021701165664,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044256233114836,0.0056581755136915,0.0,0.0,0.0037086321953988,0.0048696561186571,0.0,0.0,0.0,0.0,0.0,0.0,0.002175520354981,0.0053535476309585,0.0,0.0,0.0033693740029092,0.0098232727211714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047015601053171,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009045704322984,0.0021528616595539,0.0,0.0,0.0009265643281606,0.0022172094743752,0.0,0.0,0.0,0.0,0.0,0.0,0.001837497949489,0.004823525485673,0.0,0.0,0.0023576537026771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001174095953571,0.0052592156718936,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007233447865176,0.0,0.0,0.0,0.0019687453145026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018640321538441,0.0,0.0,0.0008342779826664,0.0056178711933033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013929851887337,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010021574441432,0.0,0.0,0.0,0.000720633878281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010328989873069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016209504992325,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009966331840271,0.0,0.0,0.0,0.0008256058817749,0.0,0.0,0.0,0.0,0.0,0.0,5.311289074063745e-05,0.0019719955157647,0.0,0.0,0.0004121911577481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023330785433983,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003201071200684,0.0044390971225449,0.0,0.0,0.0026812899852309,0.003668209266931,0.0,0.0,0.0,0.0,0.0,0.0,0.0008886910309319,0.0039753240680982,0.0,0.0,0.0024331090830027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039470760666625,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009900410879346,0.0022379502633334,0.0,0.0,0.0029450390174596,0.0030952642403643,0.0,0.0,0.0,0.0,0.0,0.0,0.0006457980910848,0.0035087945192759,0.0,0.0,0.0028384881923924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034084171357042,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.674507860046683e-05,0.0,0.0,0.0013255988749878,0.0027223009353815,0.0,0.0,0.0,0.0,0.0,0.0,9.2990105654248e-05,0.0043947667372923,0.0,0.0,0.0014759762782749,0.0068099008495216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020242404661344,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013715036880065,0.0026177077343933,0.0,0.0,0.0008071271053704,0.0037267710768236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027686469638431,0.0,0.0,0.0022440956698693,0.0078511527222209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024699890137101,0.0
0.0,0.0,0.0095236946062255,0.0898289049461929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001627032085785,0.0,0.0,0.0020002577821002,0.0012767891058207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005747265328684,0.0,0.0,0.0005705072866277,0.0047032283449776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021216175087727,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010818551032846,0.0,0.0,0.0013433944417931,0.0011220977147193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007925857426413,0.0,0.0,0.000563518402921,0.0056956130415353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028271753023526,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040363602167924,0.0052706524160431,0.0,0.0,0.0061607480368371,0.0342417428489073,0.0,0.0,0.0,0.0,0.0,0.0,0.0021542155308136,0.0059434328375103,0.0,0.0,0.0051934103994111,0.0383068548830159,0.0,0.0,0.0,0.0,0.0,0.0,0.0046378094590242,0.0096891819189792,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009351080909691,0.0,0.0,0.0,0.0012039430812375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011955099666544,0.0,0.0,0.0005132536118162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001439644241543,0.0
0.9784007654608066,0.2880949089567152,0.2944530306126324,0.2003737297933437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008744495485175,0.0,0.0,0.002464846230833,0.0039886542809312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034475319934323,0.0,0.0,0.0025158982899245,0.0094316739329949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041506011392344,0.9784007654608066
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001017016403555,0.0022648049999161,0.0,0.0,0.0031646672417069,0.0048004584759395,0.0,0.0,0.0,0.0,0.0,0.0,0.0015795480780137,0.0046342972344286,0.0,0.0,0.0035832784008494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045975626651098,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011502376112379,0.0,0.0,0.0,0.0008511581344191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008031624740353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015852812451367,0.0
0.0,0.0021226423934978,0.0172731031929156,0.1003560389419169,0.0,0.0,0.0,0.0,0.0,0.0,0.0002216003020032,0.0014729443899672,0.0,0.0,0.0013577659411542,0.0007013255188693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026116891862984,0.0,0.0,0.0001192281738459,0.0060036839547509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024181461644839,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011315045643902,0.0023787814013165,0.0,0.0,0.005103939678843,0.0012630360037921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014720838601968,0.0,0.0,0.0,0.0068963487753551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034070207799017,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00054299394155,0.0,0.0,0.0,0.0003907266093779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009344882753271,0.0,0.0,0.002042803259587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015610493252001,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012495659745023,0.0,0.0,0.0,0.0005274624695128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011322153819539,0.0,0.0,0.0,0.0060351375891503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016050920841851,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001736600744197,0.0,0.0,0.0,0.0011410490819269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007423356647968,0.0,0.0,6.93373631165629e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006741073681584,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.751193987784746e-05,0.0,0.0,0.0,0.002353041537679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019877486783714,0.0,0.0,0.0021014988885472,0.0057787984413937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016782221304556,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010567501323496,0.0,0.0,0.0033788369971155,0.0050860875461034,0.0,0.0,0.0,0.0,0.0,0.0,0.0032804430218397,0.0049097143582232,0.0,0.0,0.005808651991558,0.0090916377525345,0.0,0.0,0.0,0.0,0.0,0.0,0.001051772939789,0.0061748864539446,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009700950717045,0.0,0.0,0.0,0.0006234933724032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017779473905711,0.0,0.0,0.001511147673337,0.0060774422767924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016135670073945,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003301807777099,0.0,0.0,0.0,0.0004258726880164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006435804168863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010854707362977,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007445012696423,0.0019935080023579,0.0,0.0,0.0029664329045049,0.0017727149504164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026289019201457,0.0,0.0,0.0011191386339326,0.0077582379790702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029362668309477,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004896260892969,0.0,0.0,0.0,0.001894389541824,0.0,0.0,0.0,0.0,0.0,0.0,6.767557310661645e-06,0.001742571330325,0.0,0.0,0.0024019284952779,0.0066439446249283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035851668194333,0.0
0.0,0.0,0.0125564398634427,0.0939887522424822,0.0,0.0,0.0,0.0,0.0,0.0,0.0054906000677629,0.006718391848467,0.0,0.779110234418239,0.0229457749577311,0.0319710041588805,0.0,0.0,0.0,0.0,0.0,0.0,0.0030323951628219,0.0054494685661693,0.0,0.0,0.0058138464607799,0.0378507640121054,0.0,0.0,0.0,0.0,0.0,0.0,0.0093296200077632,0.0142871296659673,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00054299394155,0.0,0.0,0.0002246740653325,0.0015871167253785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015708080340965,0.0,0.0,0.0006091404406349,0.0067799807271189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026964294726337,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016452575270733,0.0028902379001221,0.0,0.0,0.0016831656126549,0.0027138861191431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030086617165503,0.0,0.0,0.0013571153595595,0.0077524699773465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002654348488033,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010430103059069,0.0,0.0,0.0007726119827762,0.0016749570260689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018640321538441,0.0,0.0,0.0005867384320154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001881268156001,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004416797076001,0.001692040045704,0.0,0.0,0.0003608003496725,0.0024072729687652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025931094227904,0.0,0.0,0.0016197876163839,0.0073090548448393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036963733173868,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010178803383199,0.0,0.0,0.0015282723021714,0.002858456192811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011043274778752,0.0,0.0,0.0021321825442821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027032016075708,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017144074053407,0.0029590786800307,0.0,0.0,0.0,0.0018637244245025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021184459681002,0.0,0.0,0.0020121713663273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032999106568933,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004186297481776,0.0016690931190678,0.0,0.0,0.0016549410160011,0.0026844558387606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029784198994436,0.0,0.0,0.0013302800933173,0.0077474410008436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026703594295731,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006261128614975,0.0018756487876632,0.0,0.0,0.0,0.00061684782522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023591851762141,0.0,0.0,0.0001173482798794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001816338992152,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003854233788712,0.0,0.0,0.0015719226276029,0.0028386843168941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008311120725006,0.0,0.0,0.0019278596426887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027897159569062,0.0
